date,open,high,low,close,volume,currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2019-09-24,0.0054,0.0057,0.004,0.0043,164374048,USD,-106359678.11764708,164374048,,,,,-159397391.6843936,,,1000.0,,,,,,0.0,0.0,,0.006366666666666666,0.0029666666666666665,,0.3921568627450981,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.00485,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-96.94159725346948,,0.0
2019-09-25,0.0043,0.0046,0.0039,0.0044,181828048,USD,-28433371.831932604,346202096,,,-2.309874656961616e-07,,-155118268.34557065,,,1000.0,,,,,,0.0,0.0,,0.005683333333333334,0.0032833333333333334,,0.4652777777777778,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0048000000000000004,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2.3255813953488413,2.2989518224698635,2.3255813953488413
2019-09-26,0.0044,0.005,0.0041,0.0043,164590272,USD,-119872411.83193272,181611824,,,1.6404371699440428e-07,,487871.25581395486,,,977.2727272727271,,,,,,0.0,0.0,,0.005577777777777778,0.003377777777777778,,0.41919191919191906,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0048000000000000004,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.0057,0.0,1.0,,,,,,,,,,,,,,,,,,,-2.272727272727282,-2.2989518224698635,0.0
2019-09-27,0.0043,0.0044,0.0038,0.0041,173384432,USD,-119872411.8319326,8227392,,,-1.557233235334532e-07,,-11805080.186046507,,,977.2727272727271,,,,,,0.0,0.0,,0.005358333333333333,0.0034083333333333335,,0.3547008547008549,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.005668,0.0,0.0,,,,,,,,,,,,,,,,,,,-4.651162790697672,-4.762804898925488,-4.651162790697672
2019-09-28,0.0041,0.0043,0.0041,0.0042,175810848,USD,-119872411.83193336,184038240,,,1.1375862313115042e-08,,-3776322.7226318894,,,977.2727272727271,,,,,,0.0,0.0,,0.005166666666666667,0.0035266666666666667,,0.41056910569105676,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.00559328,0.0,0.0,,,,,,,,,,,,,,,,,,,2.4390243902438824,2.4097551579060017,-2.3255813953488413
2019-09-29,0.0042,0.0044,0.004,0.0042,177440032,USD,-119872411.83193375,361478272,,,0.0,,4288069.4634146085,,,977.2727272727271,,,,,,0.0,0.0,,0.005072222222222222,0.0035722222222222227,,0.41851851851851823,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.0055215488,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.3255813953488413
2019-09-30,0.0041,0.0043,0.004,0.0042,172344688,USD,-62424182.49860074,533822960,,,-8.70348844172095e-09,,0.0,,,977.2727272727271,,,,,,0.0,0.0,,0.004985714285714286,0.003614285714285715,,0.4270833333333328,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.005452686848,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.3255813953488413
2019-10-01,0.0042,0.0048,0.0042,0.0047,176222848,USD,55057716.16806627,710045808,,,1.1916729435674522e-07,,20978910.476190496,,,977.2727272727271,,,,,,0.0,0.0,,0.005008333333333333,0.0036583333333333337,,0.7716049382716049,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.00538657937408,0.0,0.0,,,,,,,,,,,,,,,,,,,11.904761904761907,11.247798342669046,9.302325581395344
2019-10-02,0.0047,0.0047,0.0043,0.0045,133185032,USD,55057716.16806598,576860776,,,1.302491315973711e-22,,15311462.305977715,,,935.68665377176,,,,,,0.0,0.0,,0.004996296296296296,0.0037074074074074075,,0.6149425287356318,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.00475,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.0053231161991168004,0.0,0.0,,,,,,,,,,,,,,,,,,,-4.255319148936176,-4.348511193973881,4.6511627906976605
2019-10-03,0.0044,0.0046,0.0043,0.0044,150309920,USD,4954409.501399599,426550856,,,-9.979381267716752e-09,,-9007668.614657205,,,935.68665377176,,,,,,0.0,0.0,0.00436,0.0049700000000000005,0.0037500000000000007,27.981651376146782,0.5327868852459013,0.0,0.0,,,,,,0.0006100000000000001,,,,,,,,,,,,,,,,,,0.0044,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.0052621915511521285,0.0,0.0,,,,,,,,,,,,,,,,,,0.0044,-2.2222222222222143,-2.247285585205816,2.3255813953488413
2019-10-04,0.0044,0.0046,0.0041,0.0043,139573008,USD,-22960192.0986005,286977848,,,-3.582354548094276e-08,,-6512334.262626251,,,914.4210480042199,,,,,,0.0,0.0,0.004326666666666667,0.004816666666666667,0.0038366666666666675,22.650231124807384,0.4727891156462579,0.0,0.0,,,,,,0.000599,,,,,,,,,,,,,,,,,,0.0044,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.005203703889106044,0.0,0.0,,,,,,,,,,,,,,,,,,0.004399583766909469,-2.272727272727282,-2.2989518224698635,0.0
2019-10-05,0.0043,0.0045,0.0042,0.0044,150653120,USD,27257514.568066753,437630968,,,-8.636015019022538e-23,,331447.112050741,,,914.4210480042199,,,,,,0.0,0.0,0.004333333333333333,0.004783333333333334,0.0038833333333333337,20.769230769230777,0.5740740740740738,0.0,0.0,,,,,,0.0005691,,,,,0.004333333333333333,,0.004354297801771637,,,,,,,,,,,0.0043,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.005147555733541802,0.0,0.0,,,,,,,,,,,,,,,,,,0.004399585499409326,2.3255813953488413,2.2989518224698635,2.3255813953488413
2019-10-06,0.0044,0.0045,0.0043,0.0044,144304288,USD,27257514.56806738,581935256,,,6.929801004943116e-09,,3503560.9302325677,,,914.4210480042199,,,,,,0.0,0.0,0.004326666666666667,0.004706666666666667,0.003946666666666667,17.565485362095536,0.5964912280701753,0.0,0.0,,,,,,0.00053219,,,,,0.004341666666666666,,0.004361328909191385,,,,,,,,,,,0.004399999999999999,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.00509365350420013,0.0,0.0,,,,,,,,,,,2.3255813953488436,,,,,,,0.004399590591336091,0.0,0.0,2.3255813953488413
2019-10-07,0.0044,0.005,0.0043,0.0049,152345312,USD,136075594.56806725,734280568,,15274.477593569398,1.1487061708863097e-07,,17311967.27272726,0.004381340851938965,51.25905380758791,914.4210480042199,,,,,,0.0,0.0,0.00439,0.00478,0.004000000000000001,17.767653758542128,1.1538461538461533,1.0,0.0,,,,,,0.000548971,4.828504065022717,,,,0.004383333333333334,,0.004444201384700403,,,,,,,,,,,0.0045000000000000005,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,,0.005041907364032125,0.0,0.0,69.81198262278781,,,,,,57.89473684210525,,-42.105263157894754,,11.363636363636353,,,,,,,0.004466473846789385,11.363636363636353,10.763066419236544,13.953488372093027
2019-10-08,0.0049,0.0051,0.0047,0.005,161759344,USD,216955266.56806707,896039912,,15403.257137345205,6.182023092279611e-08,2.64216559004568e-09,20613178.374768082,0.004400149397739434,55.49996307150024,914.4210480042199,,,,,,0.0,0.0,0.004463333333333333,0.004873333333333334,0.004053333333333334,18.37191934279312,1.154471544715447,1.0,0.0,,,,,,0.0005340739,4.828504065022717,,,,0.004441666666666667,,0.004529708863977263,,1.1076923076923018,1.0923076923076864,0.01538461538461533,,,,-915.7684119788655,-915.7684119788655,0.0,0.00455,,,0.00475,,0.0,0.0,0.0,,0.14847869537275063,0.1475472602739726,,,,0.0038,,1.0,0.0,71.9245111220138,,,,,,92.30769230769229,,-7.69230769230771,,16.27906976744186,,,,,,,0.004537783389292741,2.0408163265306145,2.0202707317519497,16.279069767441868
2019-10-09,0.005,0.0052,0.0048,0.005,134749888,USD,216955266.56806737,1030789800,,13202.791832010176,2.9684625786108094e-08,2.1261600695922088e-08,3301211.102040825,0.0044450313397102,63.595649087759554,914.4210480042199,,,,,,0.0,0.0,0.004543333333333332,0.004953333333333334,0.004133333333333334,18.048422597212028,1.0569105691056906,1.0,0.0,,,,,,0.0005206665100000001,4.828504065022716,,,,0.004516666666666666,,0.0046020613464422995,,1.1451612903225743,0.9032258064516079,0.24193548387096642,,,,-881.200549831183,-898.4844809050243,17.283931073841245,0.00465,,,0.00475,,0.0,23.196448390677027,8.657047724750282,,0.14847869537275063,0.1475472602739726,,,,0.003826,,0.0,0.0,71.9245111220138,,,,,,85.71428571428574,78.63890495469444,-14.285714285714263,,21.951219512195113,,,,,,,0.004599561907269113,0.0,0.0,16.279069767441868
